participant_id,trial_index,choice,choice_B,problem_id,lottery_A,lottery_B,probabilities_A,outcomes_A,probabilities_B,outcomes_B
P011,3,B,1,problem10489,60% chance of -35; 0.3125% chance of 102.5; 2.1875% chance of 103.5; 6.5625% chance of 104.5; 10.9375% chance of 105.5; 10.9375% chance of 106.5; 6.5625% chance of 107.5; 2.1875% chance of 108.5; 0.3125% chance of 109.5,60% chance of 25; 40% chance of 25,"[0.6, 0.003125, 0.021875, 0.065625, 0.109375, 0.109375, 0.065625, 0.021875, 0.003125]","[-35.0, 102.5, 103.5, 104.5, 105.5, 106.5, 107.5, 108.5, 109.5]","[0.6, 0.4]","[25.0, 25.0]"
P011,4,A,0,problem14278,20% chance of 62; 80% chance of 12,99% chance of 17; 1% chance of 28,"[0.2, 0.8]","[62.0, 12.0]","[0.99, 0.01]","[17.0, 28.0]"
P011,5,A,0,problem9974,9 for sure,90% chance of -6; 10% chance of 63,[1.0],[9.0],"[0.9, 0.1]","[-6.0, 63.0]"
P011,6,B,1,problem1503,95% chance of 15; 5% chance of 42,18 for sure,"[0.95, 0.05]","[15.0, 42.0]",[1.0],[18.0]
P011,7,A,0,problem11763,95% chance of -1; 5% chance of 55,10% chance of 24; 90% chance of 5,"[0.95, 0.05]","[-1.0, 55.0]","[0.1, 0.9]","[24.0, 5.0]"
P011,8,A,0,problem4205,95% chance of -12; 0.625% chance of 43.5; 1.875% chance of 44.5; 1.875% chance of 45.5; 0.625% chance of 46.5,-8 for sure,"[0.95, 0.00625, 0.01875, 0.01875, 0.00625]","[-12.0, 43.5, 44.5, 45.5, 46.5]",[1.0],[-8.0]
P011,9,A,0,problem13565,25% chance of 12; 75% chance of 27,60% chance of 47; 40% chance of 4,"[0.25, 0.75]","[12.0, 27.0]","[0.6, 0.4]","[47.0, 4.0]"
P011,10,B,1,problem631,95% chance of 12; 5% chance of -35,25% chance of -6; 75% chance of 25,"[0.95, 0.05]","[12.0, -35.0]","[0.25, 0.75]","[-6.0, 25.0]"
P011,11,A,0,problem765,60% chance of 1; 40% chance of 77,30 for sure,"[0.6, 0.4]","[1.0, 77.0]",[1.0],[30.0]
P011,12,B,1,problem1228,12 for sure,3.125% chance of 9.5; 15.625% chance of 10.5; 31.25% chance of 11.5; 31.25% chance of 12.5; 15.625% chance of 13.5; 3.125% chance of 14.5,[1.0],[12.0],"[0.03125, 0.15625, 0.3125, 0.3125, 0.15625, 0.03125]","[9.5, 10.5, 11.5, 12.5, 13.5, 14.5]"
P011,13,B,1,problem13162,60% chance of -18; 40% chance of 3,-10 for sure,"[0.6, 0.4]","[-18.0, 3.0]",[1.0],[-10.0]
P011,14,A,0,problem13307,-1 for sure,99% chance of -6; 0.03125% chance of 74.5; 0.15625% chance of 75.5; 0.3125% chance of 76.5; 0.3125% chance of 77.5; 0.15625% chance of 78.5; 0.03125% chance of 79.5,[1.0],[-1.0],"[0.99, 0.0003125, 0.0015625, 0.003125, 0.003125, 0.0015625, 0.0003125]","[-6.0, 74.5, 75.5, 76.5, 77.5, 78.5, 79.5]"
P011,15,A,0,problem5302,40% chance of -21; 7.5% chance of 17.5; 22.5% chance of 18.5; 22.5% chance of 19.5; 7.5% chance of 20.5,0 for sure,"[0.4, 0.075, 0.225, 0.225, 0.075]","[-21.0, 17.5, 18.5, 19.5, 20.5]",[1.0],[0.0]
P011,16,A,0,problem2770,99% chance of 29; 1% chance of 40,30 for sure,"[0.99, 0.01]","[29.0, 40.0]",[1.0],[30.0]
P011,17,B,1,problem12359,95% chance of -12; 5% chance of 32,-9 for sure,"[0.95, 0.05]","[-12.0, 32.0]",[1.0],[-9.0]
P011,18,B,1,problem9046,25% chance of -37; 75% chance of 11,80% chance of 5; 20% chance of -5,"[0.25, 0.75]","[-37.0, 11.0]","[0.8, 0.2]","[5.0, -5.0]"
P011,19,B,1,problem1893,21 for sure,50% chance of -4; 50% chance of 33,[1.0],[21.0],"[0.5, 0.5]","[-4.0, 33.0]"
P011,20,B,1,problem1539,40% chance of 1; 60% chance of 12,50% chance of 15; 50% chance of 7,"[0.4, 0.6]","[1.0, 12.0]","[0.5, 0.5]","[15.0, 7.0]"
P011,21,A,0,problem5663,-9 for sure,5% chance of -29; 47.5% chance of -12; 23.75% chance of -14; 11.875% chance of -18; 5.9375% chance of -26; 5.9375% chance of -42,[1.0],[-9.0],"[0.05, 0.475, 0.2375, 0.11875, 0.059375, 0.059375]","[-29.0, -12.0, -14.0, -18.0, -26.0, -42.0]"
P011,22,B,1,problem5746,-1 for sure,99% chance of 1; 1% chance of 48,[1.0],[-1.0],"[0.99, 0.01]","[1.0, 48.0]"
P011,23,A,0,problem4022,75% chance of -4; 25% chance of 67,2 for sure,"[0.75, 0.25]","[-4.0, 67.0]",[1.0],[2.0]
P011,24,B,1,problem1778,99% chance of 8; 1% chance of 52,13 for sure,"[0.99, 0.01]","[8.0, 52.0]",[1.0],[13.0]
P011,25,A,0,problem3401,5 for sure,25% chance of -16; 75% chance of 11,[1.0],[5.0],"[0.25, 0.75]","[-16.0, 11.0]"
P011,26,B,1,problem14090,99% chance of 12; 1% chance of 59,25 for sure,"[0.99, 0.01]","[12.0, 59.0]",[1.0],[25.0]
P011,27,A,0,problem13090,50% chance of -49; 50% chance of 75,95% chance of 10; 5% chance of 9,"[0.5, 0.5]","[-49.0, 75.0]","[0.95, 0.05]","[10.0, 9.0]"
P011,28,B,1,problem12930,20% chance of 20; 80% chance of 15,5% chance of 3; 95% chance of 26,"[0.2, 0.8]","[20.0, 15.0]","[0.05, 0.95]","[3.0, 26.0]"
P011,29,A,0,problem14192,90% chance of 6; 10% chance of 21,3 for sure,"[0.9, 0.1]","[6.0, 21.0]",[1.0],[3.0]
P011,30,B,1,problem6524,50% chance of -33; 50% chance of 62,13 for sure,"[0.5, 0.5]","[-33.0, 62.0]",[1.0],[13.0]
P011,31,A,0,problem502,-5 for sure,25% chance of -15; 2.34375% chance of -6.5; 11.7188% chance of -5.5; 23.4375% chance of -4.5; 23.4375% chance of -3.5; 11.7188% chance of -2.5; 2.34375% chance of -1.5,[1.0],[-5.0],"[0.25, 0.0234375, 0.1171875, 0.234375, 0.234375, 0.1171875, 0.0234375]","[-15.0, -6.5, -5.5, -4.5, -3.5, -2.5, -1.5]"
P011,32,A,0,problem1080,-9 for sure,99% chance of -11; 1% chance of 6,[1.0],[-9.0],"[0.99, 0.01]","[-11.0, 6.0]"
P011,33,A,0,problem14141,25% chance of 24; 75% chance of 8,90% chance of 6; 0.07812% chance of 28.5; 0.54688% chance of 29.5; 1.64062% chance of 30.5; 2.73438% chance of 31.5; 2.73438% chance of 32.5; 1.64062% chance of 33.5; 0.54688% chance of 34.5; 0.07812% chance of 35.5,"[0.25, 0.75]","[24.0, 8.0]","[0.9, 0.0007811999999999999, 0.0054688, 0.0164062, 0.027343799999999998, 0.027343799999999998, 0.0164062, 0.0054688, 0.0007811999999999999]","[6.0, 28.5, 29.5, 30.5, 31.5, 32.5, 33.5, 34.5, 35.5]"
P011,34,B,1,problem7738,20% chance of 24; 80% chance of 18,99% chance of 24; 1% chance of 56,"[0.2, 0.8]","[24.0, 18.0]","[0.99, 0.01]","[24.0, 56.0]"
P011,35,B,1,problem4575,40% chance of 9; 60% chance of 20,16 for sure,"[0.4, 0.6]","[9.0, 20.0]",[1.0],[16.0]
P011,36,B,1,problem5162,10% chance of 67; 90% chance of 11,50% chance of -41; 25% chance of 72; 12.5% chance of 74; 6.25% chance of 78; 3.125% chance of 86; 1.5625% chance of 102; 0.78125% chance of 134; 0.78125% chance of 198,"[0.1, 0.9]","[67.0, 11.0]","[0.5, 0.25, 0.125, 0.0625, 0.03125, 0.015625, 0.0078125, 0.0078125]","[-41.0, 72.0, 74.0, 78.0, 86.0, 102.0, 134.0, 198.0]"
P011,37,B,1,problem6151,80% chance of 29; 20% chance of -17,75% chance of 26; 25% chance of 50,"[0.8, 0.2]","[29.0, -17.0]","[0.75, 0.25]","[26.0, 50.0]"
P011,38,B,1,problem4500,75% chance of -12; 0.19531% chance of 4.5; 1.36719% chance of 5.5; 4.10156% chance of 6.5; 6.83594% chance of 7.5; 6.83594% chance of 8.5; 4.10156% chance of 9.5; 1.36719% chance of 10.5; 0.19531% chance of 11.5,-3 for sure,"[0.75, 0.0019531000000000001, 0.013671899999999999, 0.0410156, 0.0683594, 0.0683594, 0.0410156, 0.013671899999999999, 0.0019531000000000001]","[-12.0, 4.5, 5.5, 6.5, 7.5, 8.5, 9.5, 10.5, 11.5]",[1.0],[-3.0]
P011,39,A,0,problem9632,-8 for sure,99% chance of -10; 1% chance of 8,[1.0],[-8.0],"[0.99, 0.01]","[-10.0, 8.0]"
P011,40,B,1,problem142,20% chance of -22; 80% chance of 42,25 for sure,"[0.2, 0.8]","[-22.0, 42.0]",[1.0],[25.0]
P012,1,A,0,problem12875,1% chance of -8; 49.5% chance of 0; 24.75% chance of -2; 12.375% chance of -6; 12.375% chance of -14,10% chance of 31; 90% chance of -5,"[0.01, 0.495, 0.2475, 0.12375, 0.12375]","[-8.0, 0.0, -2.0, -6.0, -14.0]","[0.1, 0.9]","[31.0, -5.0]"
P012,2,B,1,problem9172,80% chance of 1; 0.15625% chance of 41.5; 1.09375% chance of 42.5; 3.28125% chance of 43.5; 5.46875% chance of 44.5; 5.46875% chance of 45.5; 3.28125% chance of 46.5; 1.09375% chance of 47.5; 0.15625% chance of 48.5,7 for sure,"[0.8, 0.0015625, 0.0109375, 0.0328125, 0.0546875, 0.0546875, 0.0328125, 0.0109375, 0.0015625]","[1.0, 41.5, 42.5, 43.5, 44.5, 45.5, 46.5, 47.5, 48.5]",[1.0],[7.0]
P012,3,A,0,problem14158,95% chance of 5; 5% chance of 2,50% chance of -20; 0.39062% chance of 26.5; 2.73438% chance of 27.5; 8.20312% chance of 28.5; 13.6719% chance of 29.5; 13.6719% chance of 30.5; 8.20312% chance of 31.5; 2.73438% chance of 32.5; 0.39062% chance of 33.5,"[0.95, 0.05]","[5.0, 2.0]","[0.5, 0.0039062000000000003, 0.027343799999999998, 0.0820312, 0.1367188, 0.1367188, 0.0820312, 0.027343799999999998, 0.0039062000000000003]","[-20.0, 26.5, 27.5, 28.5, 29.5, 30.5, 31.5, 32.5, 33.5]"
P012,4,A,0,problem14180,9 for sure,25% chance of 14; 37.5% chance of 20; 18.75% chance of 18; 9.375% chance of 14; 4.6875% chance of 6; 2.34375% chance of -10; 2.34375% chance of -42,[1.0],[9.0],"[0.25, 0.375, 0.1875, 0.09375, 0.046875, 0.0234375, 0.0234375]","[14.0, 20.0, 18.0, 14.0, 6.0, -10.0, -42.0]"
P012,5,A,0,problem296,25% chance of 105; 75% chance of 0,1% chance of 29; 99% chance of 32,"[0.25, 0.75]","[105.0, 0.0]","[0.01, 0.99]","[29.0, 32.0]"
P012,6,B,1,problem11378,12.5% chance of -9.5; 37.5% chance of -8.5; 37.5% chance of -7.5; 12.5% chance of -6.5,40% chance of -5; 60% chance of -10,"[0.125, 0.375, 0.375, 0.125]","[-9.5, -8.5, -7.5, -6.5]","[0.4, 0.6]","[-5.0, -10.0]"
P012,7,B,1,problem1739,50% chance of -26; 50% chance of 92,10% chance of 61; 90% chance of 27,"[0.5, 0.5]","[-26.0, 92.0]","[0.1, 0.9]","[61.0, 27.0]"
P012,8,A,0,problem4346,80% chance of 14; 20% chance of 76,23 for sure,"[0.8, 0.2]","[14.0, 76.0]",[1.0],[23.0]
P012,9,B,1,problem2301,99% chance of 9; 0.5% chance of 64; 0.25% chance of 66; 0.125% chance of 70; 0.0625% chance of 78; 0.03125% chance of 94; 0.03125% chance of 126,18 for sure,"[0.99, 0.005, 0.0025, 0.00125, 0.000625, 0.0003125, 0.0003125]","[9.0, 64.0, 66.0, 70.0, 78.0, 94.0, 126.0]",[1.0],[18.0]
P012,10,A,0,problem821,24 for sure,90% chance of 16; 10% chance of 34,[1.0],[24.0],"[0.9, 0.1]","[16.0, 34.0]"
P012,11,A,0,problem1486,28 for sure,75% chance of 26; 0.19531% chance of 70.5; 1.36719% chance of 71.5; 4.10156% chance of 72.5; 6.83594% chance of 73.5; 6.83594% chance of 74.5; 4.10156% chance of 75.5; 1.36719% chance of 76.5; 0.19531% chance of 77.5,[1.0],[28.0],"[0.75, 0.0019531000000000001, 0.013671899999999999, 0.0410156, 0.0683594, 0.0683594, 0.0410156, 0.013671899999999999, 0.0019531000000000001]","[26.0, 70.5, 71.5, 72.5, 73.5, 74.5, 75.5, 76.5, 77.5]"
P012,12,B,1,problem9486,50% chance of -28; 25% chance of 14; 12.5% chance of 16; 6.25% chance of 20; 3.125% chance of 28; 1.5625% chance of 44; 1.5625% chance of 76,-3 for sure,"[0.5, 0.25, 0.125, 0.0625, 0.03125, 0.015625, 0.015625]","[-28.0, 14.0, 16.0, 20.0, 28.0, 44.0, 76.0]",[1.0],[-3.0]
P012,13,A,0,problem11934,21 for sure,99% chance of 19; 1% chance of 55,[1.0],[21.0],"[0.99, 0.01]","[19.0, 55.0]"
P012,14,B,1,problem4914,50% chance of 32; 25% chance of 30; 25% chance of 26,90% chance of 30; 10% chance of 26,"[0.5, 0.25, 0.25]","[32.0, 30.0, 26.0]","[0.9, 0.1]","[30.0, 26.0]"
P012,15,B,1,problem12177,80% chance of -2; 20% chance of 47,1% chance of 42; 99% chance of 5,"[0.8, 0.2]","[-2.0, 47.0]","[0.01, 0.99]","[42.0, 5.0]"
P012,16,A,0,problem12592,80% chance of -4; 20% chance of 33,-6 for sure,"[0.8, 0.2]","[-4.0, 33.0]",[1.0],[-6.0]
P012,17,B,1,problem11942,19 for sure,50% chance of 18.5; 50% chance of 19.5,[1.0],[19.0],"[0.5, 0.5]","[18.5, 19.5]"
P012,18,A,0,problem10584,40% chance of 6; 60% chance of 39,75% chance of 56; 25% chance of -47,"[0.4, 0.6]","[6.0, 39.0]","[0.75, 0.25]","[56.0, -47.0]"
P012,19,B,1,problem6425,20% chance of -45; 80% chance of 12,1% chance of 28; 99% chance of 3,"[0.2, 0.8]","[-45.0, 12.0]","[0.01, 0.99]","[28.0, 3.0]"
P012,20,B,1,problem9228,-7 for sure,60% chance of -12; 40% chance of 1,[1.0],[-7.0],"[0.6, 0.4]","[-12.0, 1.0]"
P012,21,A,0,problem10022,14 for sure,50% chance of -9; 50% chance of 39,[1.0],[14.0],"[0.5, 0.5]","[-9.0, 39.0]"
P012,22,A,0,problem4015,90% chance of 4; 0.07812% chance of 79.5; 0.54688% chance of 80.5; 1.64062% chance of 81.5; 2.73438% chance of 82.5; 2.73438% chance of 83.5; 1.64062% chance of 84.5; 0.54688% chance of 85.5; 0.07812% chance of 86.5,80% chance of 24; 20% chance of -31,"[0.9, 0.0007811999999999999, 0.0054688, 0.0164062, 0.027343799999999998, 0.027343799999999998, 0.0164062, 0.0054688, 0.0007811999999999999]","[4.0, 79.5, 80.5, 81.5, 82.5, 83.5, 84.5, 85.5, 86.5]","[0.8, 0.2]","[24.0, -31.0]"
P012,23,A,0,problem9806,20% chance of -39; 80% chance of 8,5% chance of 1; 95% chance of -8,"[0.2, 0.8]","[-39.0, 8.0]","[0.05, 0.95]","[1.0, -8.0]"
P012,24,B,1,problem13678,20% chance of -29; 80% chance of 3,1% chance of 50; 99% chance of 3,"[0.2, 0.8]","[-29.0, 3.0]","[0.01, 0.99]","[50.0, 3.0]"
P012,25,B,1,problem13313,60% chance of 0; 40% chance of 65,27 for sure,"[0.6, 0.4]","[0.0, 65.0]",[1.0],[27.0]
P012,26,A,0,problem9571,24 for sure,50% chance of 3; 50% chance of 60,[1.0],[24.0],"[0.5, 0.5]","[3.0, 60.0]"
P012,27,A,0,problem3113,25% chance of -8; 37.5% chance of -6; 37.5% chance of -8,90% chance of -6; 10% chance of -16,"[0.25, 0.375, 0.375]","[-8.0, -6.0, -8.0]","[0.9, 0.1]","[-6.0, -16.0]"
P012,28,A,0,problem14487,80% chance of 11; 20% chance of 114,29 for sure,"[0.8, 0.2]","[11.0, 114.0]",[1.0],[29.0]
P012,29,B,1,problem9321,75% chance of 17; 0.19531% chance of 87.5; 1.36719% chance of 88.5; 4.10156% chance of 89.5; 6.83594% chance of 90.5; 6.83594% chance of 91.5; 4.10156% chance of 92.5; 1.36719% chance of 93.5; 0.19531% chance of 94.5,30 for sure,"[0.75, 0.0019531000000000001, 0.013671899999999999, 0.0410156, 0.0683594, 0.0683594, 0.0410156, 0.013671899999999999, 0.0019531000000000001]","[17.0, 87.5, 88.5, 89.5, 90.5, 91.5, 92.5, 93.5, 94.5]",[1.0],[30.0]
P012,30,A,0,problem6064,26 for sure,20% chance of -23; 80% chance of 40,[1.0],[26.0],"[0.2, 0.8]","[-23.0, 40.0]"
P012,31,A,0,problem7323,23 for sure,80% chance of 10; 0.15625% chance of 51.5; 1.09375% chance of 52.5; 3.28125% chance of 53.5; 5.46875% chance of 54.5; 5.46875% chance of 55.5; 3.28125% chance of 56.5; 1.09375% chance of 57.5; 0.15625% chance of 58.5,[1.0],[23.0],"[0.8, 0.0015625, 0.0109375, 0.0328125, 0.0546875, 0.0546875, 0.0328125, 0.0109375, 0.0015625]","[10.0, 51.5, 52.5, 53.5, 54.5, 55.5, 56.5, 57.5, 58.5]"
P012,32,B,1,problem9033,10% chance of -39; 90% chance of 18,15 for sure,"[0.1, 0.9]","[-39.0, 18.0]",[1.0],[15.0]
P012,33,A,0,problem3365,25% chance of 5; 75% chance of 24,50% chance of 39; 50% chance of 1,"[0.25, 0.75]","[5.0, 24.0]","[0.5, 0.5]","[39.0, 1.0]"
P012,34,B,1,problem12774,95% chance of 5; 0.625% chance of 47.5; 1.875% chance of 48.5; 1.875% chance of 49.5; 0.625% chance of 50.5,25% chance of 23; 75% chance of 7,"[0.95, 0.00625, 0.01875, 0.01875, 0.00625]","[5.0, 47.5, 48.5, 49.5, 50.5]","[0.25, 0.75]","[23.0, 7.0]"
P012,35,A,0,problem14205,26 for sure,99% chance of 25; 0.03125% chance of 59.5; 0.15625% chance of 60.5; 0.3125% chance of 61.5; 0.3125% chance of 62.5; 0.15625% chance of 63.5; 0.03125% chance of 64.5,[1.0],[26.0],"[0.99, 0.0003125, 0.0015625, 0.003125, 0.003125, 0.0015625, 0.0003125]","[25.0, 59.5, 60.5, 61.5, 62.5, 63.5, 64.5]"
P012,36,B,1,problem5336,80% chance of 16; 20% chance of 31,20% chance of 99; 80% chance of 4,"[0.8, 0.2]","[16.0, 31.0]","[0.2, 0.8]","[99.0, 4.0]"
P012,37,A,0,problem6268,5 for sure,20% chance of -19; 80% chance of 17,[1.0],[5.0],"[0.2, 0.8]","[-19.0, 17.0]"
P012,38,A,0,problem8032,20% chance of 15; 2.5% chance of 12.5; 12.5% chance of 13.5; 25% chance of 14.5; 25% chance of 15.5; 12.5% chance of 16.5; 2.5% chance of 17.5,40% chance of 86; 60% chance of -12,"[0.2, 0.025, 0.125, 0.25, 0.25, 0.125, 0.025]","[15.0, 12.5, 13.5, 14.5, 15.5, 16.5, 17.5]","[0.4, 0.6]","[86.0, -12.0]"
P012,39,A,0,problem2215,20% chance of 21; 80% chance of -9,95% chance of -8; 2.5% chance of 70; 2.5% chance of 68,"[0.2, 0.8]","[21.0, -9.0]","[0.95, 0.025, 0.025]","[-8.0, 70.0, 68.0]"
P012,40,B,1,problem11275,20% chance of -2; 80% chance of -1,-1 for sure,"[0.2, 0.8]","[-2.0, -1.0]",[1.0],[-1.0]
P013,1,A,0,problem5851,20% chance of 57; 80% chance of -14,80% chance of -4; 20% chance of 12,"[0.2, 0.8]","[57.0, -14.0]","[0.8, 0.2]","[-4.0, 12.0]"
P013,2,B,1,problem13180,5% chance of 75; 95% chance of 14,90% chance of 8; 10% chance of 95,"[0.05, 0.95]","[75.0, 14.0]","[0.9, 0.1]","[8.0, 95.0]"
P013,3,A,0,problem6490,50% chance of 29; 50% chance of -35,10% chance of -10; 90% chance of -1,"[0.5, 0.5]","[29.0, -35.0]","[0.1, 0.9]","[-10.0, -1.0]"
P013,4,B,1,problem4621,25% chance of 23; 75% chance of -6,90% chance of -3; 0.3125% chance of 98.5; 1.5625% chance of 99.5; 3.125% chance of 100.5; 3.125% chance of 101.5; 1.5625% chance of 102.5; 0.3125% chance of 103.5,"[0.25, 0.75]","[23.0, -6.0]","[0.9, 0.003125, 0.015625, 0.03125, 0.03125, 0.015625, 0.003125]","[-3.0, 98.5, 99.5, 100.5, 101.5, 102.5, 103.5]"
P013,5,B,1,problem4015,90% chance of 4; 0.07812% chance of 79.5; 0.54688% chance of 80.5; 1.64062% chance of 81.5; 2.73438% chance of 82.5; 2.73438% chance of 83.5; 1.64062% chance of 84.5; 0.54688% chance of 85.5; 0.07812% chance of 86.5,80% chance of 24; 20% chance of -31,"[0.9, 0.0007811999999999999, 0.0054688, 0.0164062, 0.027343799999999998, 0.027343799999999998, 0.0164062, 0.0054688, 0.0007811999999999999]","[4.0, 79.5, 80.5, 81.5, 82.5, 83.5, 84.5, 85.5, 86.5]","[0.8, 0.2]","[24.0, -31.0]"
P013,6,B,1,problem10506,1% chance of 98; 99% chance of -8,25% chance of -13; 2.34375% chance of -6.5; 11.7188% chance of -5.5; 23.4375% chance of -4.5; 23.4375% chance of -3.5; 11.7188% chance of -2.5; 2.34375% chance of -1.5,"[0.01, 0.99]","[98.0, -8.0]","[0.25, 0.0234375, 0.1171875, 0.234375, 0.234375, 0.1171875, 0.0234375]","[-13.0, -6.5, -5.5, -4.5, -3.5, -2.5, -1.5]"
P013,7,A,0,problem14381,22 for sure,90% chance of 7; 10% chance of 51,[1.0],[22.0],"[0.9, 0.1]","[7.0, 51.0]"
P013,8,B,1,problem4937,1% chance of 3; 49.5% chance of 7; 24.75% chance of 9; 12.375% chance of 13; 6.1875% chance of 21; 6.1875% chance of 37,9 for sure,"[0.01, 0.495, 0.2475, 0.12375, 0.061875, 0.061875]","[3.0, 7.0, 9.0, 13.0, 21.0, 37.0]",[1.0],[9.0]
P013,9,B,1,problem4604,-5 for sure,90% chance of -14; 10% chance of 13,[1.0],[-5.0],"[0.9, 0.1]","[-14.0, 13.0]"
P013,10,A,0,problem684,27 for sure,20% chance of -8; 0.625% chance of 25.5; 4.375% chance of 26.5; 13.125% chance of 27.5; 21.875% chance of 28.5; 21.875% chance of 29.5; 13.125% chance of 30.5; 4.375% chance of 31.5; 0.625% chance of 32.5,[1.0],[27.0],"[0.2, 0.00625, 0.04375, 0.13125, 0.21875, 0.21875, 0.13125, 0.04375, 0.00625]","[-8.0, 25.5, 26.5, 27.5, 28.5, 29.5, 30.5, 31.5, 32.5]"
P013,11,B,1,problem2874,20% chance of 87; 80% chance of -23,90% chance of 2; 5% chance of 15; 2.5% chance of 17; 1.25% chance of 21; 0.625% chance of 29; 0.3125% chance of 45; 0.3125% chance of 77,"[0.2, 0.8]","[87.0, -23.0]","[0.9, 0.05, 0.025, 0.0125, 0.00625, 0.003125, 0.003125]","[2.0, 15.0, 17.0, 21.0, 29.0, 45.0, 77.0]"
P013,12,A,0,problem12643,50% chance of -4; 50% chance of 54,25% chance of 69; 75% chance of 17,"[0.5, 0.5]","[-4.0, 54.0]","[0.25, 0.75]","[69.0, 17.0]"
P013,13,A,0,problem6953,20% chance of 113; 80% chance of -17,50% chance of 10; 25% chance of 12.5; 25% chance of 13.5,"[0.2, 0.8]","[113.0, -17.0]","[0.5, 0.25, 0.25]","[10.0, 12.5, 13.5]"
P013,14,A,0,problem1951,20% chance of 67; 80% chance of -12,50% chance of 6; 50% chance of 10,"[0.2, 0.8]","[67.0, -12.0]","[0.5, 0.5]","[6.0, 10.0]"
P013,15,A,0,problem11473,95% chance of 20; 5% chance of 69,25% chance of 23; 75% chance of 23,"[0.95, 0.05]","[20.0, 69.0]","[0.25, 0.75]","[23.0, 23.0]"
P013,16,B,1,problem9322,19 for sure,5% chance of 3; 95% chance of 28,[1.0],[19.0],"[0.05, 0.95]","[3.0, 28.0]"
P013,17,A,0,problem7243,90% chance of 29; 0.07812% chance of 33.5; 0.54688% chance of 34.5; 1.64062% chance of 35.5; 2.73438% chance of 36.5; 2.73438% chance of 37.5; 1.64062% chance of 38.5; 0.54688% chance of 39.5; 0.07812% chance of 40.5,29 for sure,"[0.9, 0.0007811999999999999, 0.0054688, 0.0164062, 0.027343799999999998, 0.027343799999999998, 0.0164062, 0.0054688, 0.0007811999999999999]","[29.0, 33.5, 34.5, 35.5, 36.5, 37.5, 38.5, 39.5, 40.5]",[1.0],[29.0]
P013,18,A,0,problem5594,80% chance of 15; 20% chance of 5,50% chance of 12.5; 50% chance of 13.5,"[0.8, 0.2]","[15.0, 5.0]","[0.5, 0.5]","[12.5, 13.5]"
P013,19,A,0,problem1075,24 for sure,1% chance of -7; 49.5% chance of 18; 24.75% chance of 20; 12.375% chance of 24; 12.375% chance of 32,[1.0],[24.0],"[0.01, 0.495, 0.2475, 0.12375, 0.12375]","[-7.0, 18.0, 20.0, 24.0, 32.0]"
P013,20,A,0,problem1310,95% chance of 20; 0.625% chance of 95.5; 1.875% chance of 96.5; 1.875% chance of 97.5; 0.625% chance of 98.5,90% chance of 19; 10% chance of -25,"[0.95, 0.00625, 0.01875, 0.01875, 0.00625]","[20.0, 95.5, 96.5, 97.5, 98.5]","[0.9, 0.1]","[19.0, -25.0]"
P013,21,B,1,problem11535,50% chance of 5; 50% chance of 28,21 for sure,"[0.5, 0.5]","[5.0, 28.0]",[1.0],[21.0]
P013,22,B,1,problem7327,60% chance of 23; 40% chance of 30,28 for sure,"[0.6, 0.4]","[23.0, 30.0]",[1.0],[28.0]
P013,23,A,0,problem2771,80% chance of 0; 20% chance of 30,11 for sure,"[0.8, 0.2]","[0.0, 30.0]",[1.0],[11.0]
P013,24,A,0,problem3310,11 for sure,75% chance of -11; 25% chance of 46,[1.0],[11.0],"[0.75, 0.25]","[-11.0, 46.0]"
P013,25,B,1,problem5471,99% chance of 6; 1% chance of 92,50% chance of 19; 50% chance of -13,"[0.99, 0.01]","[6.0, 92.0]","[0.5, 0.5]","[19.0, -13.0]"
P013,26,B,1,problem9530,23 for sure,50% chance of -11; 25% chance of 53; 25% chance of 51,[1.0],[23.0],"[0.5, 0.25, 0.25]","[-11.0, 53.0, 51.0]"
P013,27,B,1,problem1331,27 for sure,75% chance of 12; 12.5% chance of 48; 6.25% chance of 50; 3.125% chance of 54; 1.5625% chance of 62; 0.78125% chance of 78; 0.39062% chance of 110; 0.39062% chance of 174,[1.0],[27.0],"[0.75, 0.125, 0.0625, 0.03125, 0.015625, 0.0078125, 0.0039062000000000003, 0.0039062000000000003]","[12.0, 48.0, 50.0, 54.0, 62.0, 78.0, 110.0, 174.0]"
P013,28,A,0,problem5333,40% chance of -8; 1.875% chance of 32.5; 9.375% chance of 33.5; 18.75% chance of 34.5; 18.75% chance of 35.5; 9.375% chance of 36.5; 1.875% chance of 37.5,13 for sure,"[0.4, 0.01875, 0.09375, 0.1875, 0.1875, 0.09375, 0.01875]","[-8.0, 32.5, 33.5, 34.5, 35.5, 36.5, 37.5]",[1.0],[13.0]
P013,29,A,0,problem240,50% chance of -16; 50% chance of 30,10 for sure,"[0.5, 0.5]","[-16.0, 30.0]",[1.0],[10.0]
P013,30,A,0,problem13398,18 for sure,40% chance of 5; 60% chance of 23,[1.0],[18.0],"[0.4, 0.6]","[5.0, 23.0]"
P013,31,A,0,problem4493,29 for sure,60% chance of 19; 40% chance of 36,[1.0],[29.0],"[0.6, 0.4]","[19.0, 36.0]"
